ticker	path	path_candle	path_stra	Net Profit	Net Profit_per	Total Closed Trades	Percent Profitable	Profit Factor	Max Drawdown	Max Drawdown_per	Avg Trade	Avg Trade_per	Avg # Bars in Trades
MOD	d_price/pine_tree\MOD_d5_q0.144_id2039_pine.java	d_price/TRAVIEW_stra/MOD_candles.png	d_price/TRAVIEW_stra/MOD_stra.png	113.42 USD	0.01%	234	55.98%	1.845	48.96 USD	0%	0.48 USD	7.17%	43
MODG	d_price/pine_tree\MODG_d5_q0.168_id2030_pine.java	d_price/TRAVIEW_stra/MODG_candles.png	d_price/TRAVIEW_stra/MODG_stra.png	12.36 USD	0%	136	54.41%	1.304	24.19 USD	0%	0.09 USD	0.71%	9
MODN	d_price/pine_tree\MODN_d5_q0.208_id679_pine.java	d_price/TRAVIEW_stra/MODN_candles.png	d_price/TRAVIEW_stra/MODN_stra.png	82.65 USD	0.01%	88	64.77%	3.787	26.04 USD	0%	0.94 USD	4.73%	12
MOH	d_price/pine_tree\MOH_d5_q0.181_id1607_pine.java	d_price/TRAVIEW_stra/MOH_candles.png	d_price/TRAVIEW_stra/MOH_stra.png	859.19 USD	0.09%	196	77.55%	5.891	65.68 USD	0.01%	4.38 USD	4.43%	15
MOMO	d_price/pine_tree\MOMO_d5_q0.155_id844_pine.java	d_price/TRAVIEW_stra/MOMO_candles.png	d_price/TRAVIEW_stra/MOMO_stra.png	147.42 USD	0.01%	137	69.34%	4.679	17.01 USD	0%	1.08 USD	6.98%	6
MOR	d_price/pine_tree\MOR_d5_q0.212_id1674_pine.java	d_price/TRAVIEW_stra/MOR_candles.png	d_price/TRAVIEW_stra/MOR_stra.png	48.30 USD	0%	53	75.47%	5.879	4.59 USD	0%	0.91 USD	4.87%	4
MOS	d_price/pine_tree\MOS_d5_q0.144_id1700_pine.java	d_price/TRAVIEW_stra/MOS_candles.png	d_price/TRAVIEW_stra/MOS_stra.png	101.40 USD	0.01%	112	63.39%	3.436	11.15 USD	0%	0.91 USD	2.64%	7
MOV	d_price/pine_tree\MOV_d5_q0.207_id2119_pine.java	d_price/TRAVIEW_stra/MOV_candles.png	d_price/TRAVIEW_stra/MOV_stra.png	102.08 USD	0.01%	197	57.36%	3.001	15.81 USD	0%	0.52 USD	2.43%	5
MPC	d_price/pine_tree\MPC_d5_q0.182_id1652_pine.java	d_price/TRAVIEW_stra/MPC_candles.png	d_price/TRAVIEW_stra/MPC_stra.png	27.69 USD	0%	41	70.73%	1.388	63.08 USD	0.01%	0.68 USD	0.9%	19
MPLX	d_price/pine_tree\MPLX_d5_q0.169_id259_pine.java	d_price/TRAVIEW_stra/MPLX_candles.png	d_price/TRAVIEW_stra/MPLX_stra.png	29.28 USD	0%	16	75%	12.091	5.27 USD	0%	1.83 USD	5.54%	4
MPU	d_price/pine_tree\MPU_d5_q0.176_id383_pine.java	d_price/TRAVIEW_stra/MPU_candles.png	d_price/TRAVIEW_stra/MPU_stra.png	4.45 USD	0%	123	54.47%	1.989	3.70 USD	0%	0.04 USD	6.57%	6
MPW	d_price/pine_tree\MPW_d5_q0.175_id226_pine.java	d_price/TRAVIEW_stra/MPW_candles.png	d_price/TRAVIEW_stra/MPW_stra.png	37.28 USD	0%	180	68.89%	2.951	5.56 USD	0%	0.21 USD	1.75%	7
MPWR	d_price/pine_tree\MPWR_d5_q0.177_id2028_pine.java	d_price/TRAVIEW_stra/MPWR_candles.png	d_price/TRAVIEW_stra/MPWR_stra.png	3 466.14 USD	0.35%	234	83.76%	18.717	281.73 USD	0.03%	14.81 USD	8.42%	35
MQY	d_price/pine_tree\MQY_d5_q0.296_id1752_pine.java	d_price/TRAVIEW_stra/MQY_candles.png	d_price/TRAVIEW_stra/MQY_stra.png	22.44 USD	0%	74	63.51%	3.646	5.78 USD	0%	0.30 USD	2.57%	11
MRAAY	d_price/pine_tree\MRAAY_d5_q0.186_id1232_pine.java	d_price/TRAVIEW_stra/MRAAY_candles.png	d_price/TRAVIEW_stra/MRAAY_stra.png	11.18 USD	0%	130	53.85%	2.173	3.56 USD	0%	0.09 USD	1.02%	5
MRC	d_price/pine_tree\MRC_d5_q0.149_id1670_pine.java	d_price/TRAVIEW_stra/MRC_candles.png	d_price/TRAVIEW_stra/MRC_stra.png	64.57 USD	0.01%	102	64.71%	3.675	8.98 USD	0%	0.63 USD	7.08%	13
MRCY	d_price/pine_tree\MRCY_d5_q0.199_id1324_pine.java	d_price/TRAVIEW_stra/MRCY_candles.png	d_price/TRAVIEW_stra/MRCY_stra.png	155.23 USD	0.02%	155	70.32%	4.038	25.20 USD	0%	1.00 USD	3.38%	6
MRK	d_price/pine_tree\MRK_d5_q0.218_id1260_pine.java	d_price/TRAVIEW_stra/MRK_candles.png	d_price/TRAVIEW_stra/MRK_stra.png	216.51 USD	0.02%	328	56.4%	3.283	22.53 USD	0%	0.66 USD	1.46%	9
MRNA	d_price/pine_tree\MRNA_d5_q0.183_id2131_pine.java	d_price/TRAVIEW_stra/MRNA_candles.png	d_price/TRAVIEW_stra/MRNA_stra.png	250.19 USD	0.03%	43	69.77%	3.476	125.80 USD	0.01%	5.82 USD	7.94%	4
MRNS	d_price/pine_tree\MRNS_d5_q0.113_id816_pine.java	d_price/TRAVIEW_stra/MRNS_candles.png	d_price/TRAVIEW_stra/MRNS_stra.png	41.98 USD	0%	50	70%	5.691	5.76 USD	0%	0.84 USD	8.52%	7
MRO	d_price/pine_tree\MRO_d5_q0.16_id1681_pine.java	d_price/TRAVIEW_stra/MRO_candles.png	d_price/TRAVIEW_stra/MRO_stra.png	20.55 USD	0%	46	67.39%	5.779	2.34 USD	0%	0.45 USD	3.57%	5
MRSN	d_price/pine_tree\MRSN_d5_q0.249_id857_pine.java	d_price/TRAVIEW_stra/MRSN_candles.png	d_price/TRAVIEW_stra/MRSN_stra.png	77.92 USD	0.01%	99	76.77%	14.964	5.16 USD	0%	0.79 USD	11.78%	5
MRTN	d_price/pine_tree\MRTN_d5_q0.213_id1645_pine.java	d_price/TRAVIEW_stra/MRTN_candles.png	d_price/TRAVIEW_stra/MRTN_stra.png	17.15 USD	0%	65	58.46%	5.764	3.08 USD	0%	0.26 USD	1.89%	7
MRUS	d_price/pine_tree\MRUS_d5_q0.22_id2140_pine.java	d_price/TRAVIEW_stra/MRUS_candles.png	d_price/TRAVIEW_stra/MRUS_stra.png	82.36 USD	0.01%	57	66.67%	9.579	7.78 USD	0%	1.44 USD	6.83%	7
MRVL	d_price/pine_tree\MRVL_d5_q0.179_id2081_pine.java	d_price/TRAVIEW_stra/MRVL_candles.png	d_price/TRAVIEW_stra/MRVL_stra.png	258.67 USD	0.03%	297	53.87%	3.345	42.85 USD	0%	0.87 USD	2.55%	12
MS	d_price/pine_tree\MS_d5_q0.238_id2050_pine.java	d_price/TRAVIEW_stra/MS_candles.png	d_price/TRAVIEW_stra/MS_stra.png	195.06 USD	0.02%	595	55.63%	1.532	113.67 USD	0.01%	0.33 USD	0.77%	5
MSCI	d_price/pine_tree\MSCI_d5_q0.168_id233_pine.java	d_price/TRAVIEW_stra/MSCI_candles.png	d_price/TRAVIEW_stra/MSCI_stra.png	983.59 USD	0.1%	115	58.26%	2.425	1 251.87 USD	0.13%	8.55 USD	4.5%	52
MSFT	d_price/pine_tree\MSFT_d5_q0.247_id1178_pine.java	d_price/TRAVIEW_stra/MSFT_candles.png	d_price/TRAVIEW_stra/MSFT_stra.png	1 255.89 USD	0.13%	549	59.2%	8.701	54.66 USD	0.01%	2.29 USD	2.6%	15
MSI	d_price/pine_tree\MSI_d5_q0.214_id287_pine.java	d_price/TRAVIEW_stra/MSI_candles.png	d_price/TRAVIEW_stra/MSI_stra.png	262.98 USD	0.03%	309	59.22%	2.353	139.97 USD	0.01%	0.85 USD	1.38%	13
MSTR	d_price/pine_tree\MSTR_d5_q0.183_id2084_pine.java	d_price/TRAVIEW_stra/MSTR_candles.png	d_price/TRAVIEW_stra/MSTR_stra.png	−519.97 USD	−0.05%	213	63.85%	0.851	3 387.37 USD	0.34%	−2.44 USD	6.25%	10
MT	d_price/pine_tree\MT_d5_q0.184_id1784_pine.java	d_price/TRAVIEW_stra/MT_candles.png	d_price/TRAVIEW_stra/MT_stra.png	134.69 USD	0.01%	74	55.41%	2.25	65.82 USD	0.01%	1.82 USD	3.97%	12
MTB	d_price/pine_tree\MTB_d5_q0.202_id1170_pine.java	d_price/TRAVIEW_stra/MTB_candles.png	d_price/TRAVIEW_stra/MTB_stra.png	267.99 USD	0.03%	311	56.27%	1.729	251.71 USD	0.03%	0.86 USD	1.34%	19
MTBL	d_price/pine_tree\MTBL_d5_q0.168_id395_pine.java	d_price/TRAVIEW_stra/MTBL_candles.png	d_price/TRAVIEW_stra/MTBL_stra.png	17.89 USD	0%	19	84.21%	5.949	5.55 USD	0%	0.94 USD	8.32%	3
MTCH	d_price/pine_tree\MTCH_d5_q0.156_id1726_pine.java	d_price/TRAVIEW_stra/MTCH_candles.png	d_price/TRAVIEW_stra/MTCH_stra.png	211.69 USD	0.02%	260	57.31%	5.896	13.75 USD	0%	0.81 USD	2.51%	6
MTD	d_price/pine_tree\MTD_d5_q0.212_id2120_pine.java	d_price/TRAVIEW_stra/MTD_candles.png	d_price/TRAVIEW_stra/MTD_stra.png	1 789.41 USD	0.18%	207	54.11%	4.991	188.55 USD	0.02%	8.64 USD	1.61%	10
MTDR	d_price/pine_tree\MTDR_d5_q0.152_id791_pine.java	d_price/TRAVIEW_stra/MTDR_candles.png	d_price/TRAVIEW_stra/MTDR_stra.png	91.57 USD	0.01%	73	71.23%	6.688	11.37 USD	0%	1.25 USD	4.56%	5
MTG	d_price/pine_tree\MTG_d5_q0.234_id1712_pine.java	d_price/TRAVIEW_stra/MTG_candles.png	d_price/TRAVIEW_stra/MTG_stra.png	10.68 USD	0%	354	57.63%	1.032	119.75 USD	0.01%	0.03 USD	1.82%	15
MTH	d_price/pine_tree\MTH_d5_q0.171_id1349_pine.java	d_price/TRAVIEW_stra/MTH_candles.png	d_price/TRAVIEW_stra/MTH_stra.png	435.33 USD	0.04%	263	58.17%	3.13	95.91 USD	0.01%	1.66 USD	4.96%	18
MTLS	d_price/pine_tree\MTLS_d5_q0.218_id266_pine.java	d_price/TRAVIEW_stra/MTLS_candles.png	d_price/TRAVIEW_stra/MTLS_stra.png	46.42 USD	0%	25	84%	25.052	10.97 USD	0%	1.86 USD	13.27%	15
MTN	d_price/pine_tree\MTN_d5_q0.189_id2029_pine.java	d_price/TRAVIEW_stra/MTN_candles.png	d_price/TRAVIEW_stra/MTN_stra.png	425.40 USD	0.04%	137	64.23%	3.824	69.63 USD	0.01%	3.11 USD	4.34%	11
MTR	d_price/pine_tree\MTR_d5_q0.177_id2210_pine.java	d_price/TRAVIEW_stra/MTR_candles.png	d_price/TRAVIEW_stra/MTR_stra.png	7.46 USD	0%	19	63.16%	1.956	6.93 USD	0%	0.39 USD	4.68%	10
MTRN	d_price/pine_tree\MTRN_d5_q0.168_id678_pine.java	d_price/TRAVIEW_stra/MTRN_candles.png	d_price/TRAVIEW_stra/MTRN_stra.png	184.73 USD	0.02%	497	58.55%	1.716	81.71 USD	0.01%	0.37 USD	1.23%	16
MTSI	d_price/pine_tree\MTSI_d5_q0.206_id1285_pine.java	d_price/TRAVIEW_stra/MTSI_candles.png	d_price/TRAVIEW_stra/MTSI_stra.png	181.52 USD	0.02%	145	66.9%	4.621	13.99 USD	0%	1.25 USD	3.23%	6
MTW	d_price/pine_tree\MTW_d5_q0.182_id1185_pine.java	d_price/TRAVIEW_stra/MTW_candles.png	d_price/TRAVIEW_stra/MTW_stra.png	−100.34 USD	−0.01%	500	51.8%	0.739	267.86 USD	0.03%	−0.20 USD	0.75%	8
MTZ	d_price/pine_tree\MTZ_d5_q0.192_id421_pine.java	d_price/TRAVIEW_stra/MTZ_candles.png	d_price/TRAVIEW_stra/MTZ_stra.png	69.84 USD	0.01%	101	70.3%	6.469	18.49 USD	0%	0.69 USD	5.81%	14
MU	d_price/pine_tree\MU_d5_q0.164_id292_pine.java	d_price/TRAVIEW_stra/MU_candles.png	d_price/TRAVIEW_stra/MU_stra.png	53.10 USD	0.01%	135	50.37%	1.881	34.39 USD	0%	0.39 USD	0.68%	4
MUC	d_price/pine_tree\MUC_d5_q0.319_id2096_pine.java	d_price/TRAVIEW_stra/MUC_candles.png	d_price/TRAVIEW_stra/MUC_stra.png	6.94 USD	0%	46	69.57%	2.648	2.74 USD	0%	0.15 USD	1.3%	10
MUFG	d_price/pine_tree\MUFG_d5_q0.215_id2098_pine.java	d_price/TRAVIEW_stra/MUFG_candles.png	d_price/TRAVIEW_stra/MUFG_stra.png	6.89 USD	0%	50	58%	2.145	3.51 USD	0%	0.14 USD	1.17%	7
MUR	d_price/pine_tree\MUR_d5_q0.139_id1750_pine.java	d_price/TRAVIEW_stra/MUR_candles.png	d_price/TRAVIEW_stra/MUR_stra.png	−12.54 USD	0%	199	46.73%	0.854	48.32 USD	0%	−0.06 USD	1.04%	8
MUSA	d_price/pine_tree\MUSA_d5_q0.193_id1145_pine.java	d_price/TRAVIEW_stra/MUSA_candles.png	d_price/TRAVIEW_stra/MUSA_stra.png	234.53 USD	0.02%	64	67.19%	8.23	26.88 USD	0%	3.66 USD	2.89%	8
MUX	d_price/pine_tree\MUX_d5_q0.188_id334_pine.java	d_price/TRAVIEW_stra/MUX_candles.png	d_price/TRAVIEW_stra/MUX_stra.png	98.49 USD	0.01%	40	60%	3.353	37.50 USD	0%	2.46 USD	3.78%	5
MWA	d_price/pine_tree\MWA_d5_q0.212_id333_pine.java	d_price/TRAVIEW_stra/MWA_candles.png	d_price/TRAVIEW_stra/MWA_stra.png	3.54 USD	0%	20	45%	1.639	10.69 USD	0%	0.18 USD	−2.56%	21
MX	d_price/pine_tree\MX_d5_q0.207_id2213_pine.java	d_price/TRAVIEW_stra/MX_candles.png	d_price/TRAVIEW_stra/MX_stra.png	40.32 USD	0%	73	67.12%	3.238	11.75 USD	0%	0.55 USD	7.67%	16
MXL	d_price/pine_tree\MXL_d5_q0.157_id860_pine.java	d_price/TRAVIEW_stra/MXL_candles.png	d_price/TRAVIEW_stra/MXL_stra.png	163.55 USD	0.02%	287	67.94%	6.398	7.84 USD	0%	0.57 USD	2.72%	4
MYD	d_price/pine_tree\MYD_d5_q0.3_id1217_pine.java	d_price/TRAVIEW_stra/MYD_candles.png	d_price/TRAVIEW_stra/MYD_stra.png	1.47 USD	0%	11	63.64%	2.256	1.07 USD	0%	0.13 USD	0.9%	10
MYFW	d_price/pine_tree\MYFW_d5_q0.276_id1666_pine.java	d_price/TRAVIEW_stra/MYFW_candles.png	d_price/TRAVIEW_stra/MYFW_stra.png	113.68 USD	0.01%	96	84.38%	10.553	7.69 USD	0%	1.18 USD	6.78%	8
MYGN	d_price/pine_tree\MYGN_d5_q0.163_id711_pine.java	d_price/TRAVIEW_stra/MYGN_candles.png	d_price/TRAVIEW_stra/MYGN_stra.png	92.96 USD	0.01%	242	52.89%	1.846	48.78 USD	0%	0.38 USD	1.9%	7
MYI	d_price/pine_tree\MYI_d5_q0.303_id273_pine.java	d_price/TRAVIEW_stra/MYI_candles.png	d_price/TRAVIEW_stra/MYI_stra.png	5.50 USD	0%	136	41.18%	1.227	10.57 USD	0%	0.04 USD	0.52%	17
MYO	d_price/pine_tree\MYO_d5_q0.254_id1226_pine.java	d_price/TRAVIEW_stra/MYO_candles.png	d_price/TRAVIEW_stra/MYO_stra.png	56.46 USD	0.01%	52	82.69%	16.384	6.37 USD	0%	1.09 USD	10.7%	5
MYRG	d_price/pine_tree\MYRG_d5_q0.19_id728_pine.java	d_price/TRAVIEW_stra/MYRG_candles.png	d_price/TRAVIEW_stra/MYRG_stra.png	334.51 USD	0.03%	150	68.67%	2.396	115.68 USD	0.01%	2.23 USD	6.44%	41
NAAS	d_price/pine_tree\NAAS_d5_q0.241_id1676_pine.java	d_price/TRAVIEW_stra/NAAS_candles.png	d_price/TRAVIEW_stra/NAAS_stra.png	171.09 USD	0.02%	25	88%	12.01	20.50 USD	0%	6.84 USD	7.95%	4
NAC	d_price/pine_tree\NAC_d5_q0.353_id1684_pine.java	d_price/TRAVIEW_stra/NAC_candles.png	d_price/TRAVIEW_stra/NAC_stra.png	2.70 USD	0%	33	60.61%	1.687	2.00 USD	0%	0.08 USD	0.86%	11
NAD	d_price/pine_tree\NAD_d5_q0.345_id410_pine.java	d_price/TRAVIEW_stra/NAD_candles.png	d_price/TRAVIEW_stra/NAD_stra.png	10.68 USD	0%	44	61.36%	2.967	3.26 USD	0%	0.24 USD	2.09%	10
NAT	d_price/pine_tree\NAT_d5_q0.215_id2200_pine.java	d_price/TRAVIEW_stra/NAT_candles.png	d_price/TRAVIEW_stra/NAT_stra.png	21.79 USD	0%	145	59.31%	1.519	19.05 USD	0%	0.15 USD	4.2%	9
NBIX	d_price/pine_tree\NBIX_d5_q0.186_id721_pine.java	d_price/TRAVIEW_stra/NBIX_candles.png	d_price/TRAVIEW_stra/NBIX_stra.png	235.99 USD	0.02%	184	64.13%	3.385	59.87 USD	0.01%	1.28 USD	2.82%	7
NBR	d_price/pine_tree\NBR_d5_q0.176_id1602_pine.java	d_price/TRAVIEW_stra/NBR_candles.png	d_price/TRAVIEW_stra/NBR_stra.png	535.01 USD	0.05%	147	51.7%	1.489	526.15 USD	0.05%	3.64 USD	2.31%	4
NCLH	d_price/pine_tree\NCLH_d5_q0.196_id2036_pine.java	d_price/TRAVIEW_stra/NCLH_candles.png	d_price/TRAVIEW_stra/NCLH_stra.png	46.69 USD	0%	59	64.41%	3.424	13.24 USD	0%	0.79 USD	4.58%	5
NCZ	d_price/pine_tree\NCZ_d5_q0.231_id785_pine.java	d_price/TRAVIEW_stra/NCZ_candles.png	d_price/TRAVIEW_stra/NCZ_stra.png	33.40 USD	0%	161	72.67%	5.827	3.99 USD	0%	0.21 USD	4.13%	7
NDAQ	d_price/pine_tree\NDAQ_d5_q0.26_id2159_pine.java	d_price/TRAVIEW_stra/NDAQ_candles.png	d_price/TRAVIEW_stra/NDAQ_stra.png	32.72 USD	0%	45	64.44%	6.364	2.41 USD	0%	0.73 USD	1.64%	7
NDLS	d_price/pine_tree\NDLS_d5_q0.167_id1229_pine.java	d_price/TRAVIEW_stra/NDLS_candles.png	d_price/TRAVIEW_stra/NDLS_stra.png	−0.34 USD	0%	67	67.16%	0.978	16.31 USD	0%	−0.01 USD	2.67%	5
NDSN	d_price/pine_tree\NDSN_d5_q0.201_id1649_pine.java	d_price/TRAVIEW_stra/NDSN_candles.png	d_price/TRAVIEW_stra/NDSN_stra.png	96.57 USD	0.01%	92	50%	2.733	31.26 USD	0%	1.05 USD	−0.54%	21
NEA	d_price/pine_tree\NEA_d5_q0.352_id1142_pine.java	d_price/TRAVIEW_stra/NEA_candles.png	d_price/TRAVIEW_stra/NEA_stra.png	12.70 USD	0%	45	60%	4.144	1.73 USD	0%	0.28 USD	2.39%	11
NEM	d_price/pine_tree\NEM_d5_q0.171_id1322_pine.java	d_price/TRAVIEW_stra/NEM_candles.png	d_price/TRAVIEW_stra/NEM_stra.png	−2.35 USD	0%	60	40%	0.934	25.70 USD	0%	−0.04 USD	−0.35%	7
NEO	d_price/pine_tree\NEO_d5_q0.177_id2162_pine.java	d_price/TRAVIEW_stra/NEO_candles.png	d_price/TRAVIEW_stra/NEO_stra.png	15.10 USD	0%	37	81.08%	17.413	3.22 USD	0%	0.41 USD	2.45%	5
NEOG	d_price/pine_tree\NEOG_d5_q0.195_id1621_pine.java	d_price/TRAVIEW_stra/NEOG_candles.png	d_price/TRAVIEW_stra/NEOG_stra.png	13.56 USD	0%	441	48.07%	1.118	69.71 USD	0.01%	0.03 USD	0.95%	10
NEP	d_price/pine_tree\NEP_d5_q0.181_id1235_pine.java	d_price/TRAVIEW_stra/NEP_candles.png	d_price/TRAVIEW_stra/NEP_stra.png	74.41 USD	0.01%	66	75.76%	3.133	26.16 USD	0%	1.13 USD	2.4%	5
NESR	d_price/pine_tree\NESR_d5_q0.2_id248_pine.java	d_price/TRAVIEW_stra/NESR_candles.png	d_price/TRAVIEW_stra/NESR_stra.png	12.00 EUR	0%	70	50%	1.312	19.50 EUR	0%	0.17 EUR	0.51%	12
NFBK	d_price/pine_tree\NFBK_d5_q0.205_id1661_pine.java	d_price/TRAVIEW_stra/NFBK_candles.png	d_price/TRAVIEW_stra/NFBK_stra.png	10.74 USD	0%	39	71.79%	5.348	1.91 USD	0%	0.28 USD	2.18%	5
NFJ	d_price/pine_tree\NFJ_d5_q0.238_id1270_pine.java	d_price/TRAVIEW_stra/NFJ_candles.png	d_price/TRAVIEW_stra/NFJ_stra.png	14.94 USD	0%	68	66.18%	1.619	12.20 USD	0%	0.22 USD	3.02%	29
NFLX	d_price/pine_tree\NFLX_d5_q0.241_id1596_pine.java	d_price/TRAVIEW_stra/NFLX_candles.png	d_price/TRAVIEW_stra/NFLX_stra.png	366.35 USD	0.04%	23	73.91%	11.864	41.23 USD	0%	15.93 USD	5.04%	6
NG	d_price/pine_tree\NG_d5_q0.185_id2071_pine.java	d_price/TRAVIEW_stra/NG_candles.png	d_price/TRAVIEW_stra/NG_stra.png	34.93 USD	0%	131	70.23%	6.736	6.40 USD	0%	0.27 USD	11.54%	5
NGD	d_price/pine_tree\NGD_d5_q0.122_id1256_pine.java	d_price/TRAVIEW_stra/NGD_candles.png	d_price/TRAVIEW_stra/NGD_stra.png	5.18 USD	0%	38	55.26%	4.924	2.68 USD	0%	0.14 USD	4.03%	14
NGG	d_price/pine_tree\NGG_d5_q0.205_id1268_pine.java	d_price/TRAVIEW_stra/NGG_candles.png	d_price/TRAVIEW_stra/NGG_stra.png	−9.95 USD	0%	42	50%	0.933	75.99 USD	0.01%	−0.24 USD	0.84%	121
NGL	d_price/pine_tree\NGL_d5_q0.185_id2161_pine.java	d_price/TRAVIEW_stra/NGL_candles.png	d_price/TRAVIEW_stra/NGL_stra.png	−0.06 USD	0%	100	60%	0.998	29.29 USD	0%	−0.00 USD	4.1%	5
NGLOY	d_price/pine_tree\NGLOY_d5_q0.198_id2178_pine.java	d_price/TRAVIEW_stra/NGLOY_candles.png	d_price/TRAVIEW_stra/NGLOY_stra.png	72.87 USD	0.01%	467	52.46%	2.306	13.83 USD	0%	0.16 USD	1.43%	6
NGS	d_price/pine_tree\NGS_d5_q0.147_id1304_pine.java	d_price/TRAVIEW_stra/NGS_candles.png	d_price/TRAVIEW_stra/NGS_stra.png	26.96 USD	0%	143	63.64%	1.548	34.43 USD	0%	0.19 USD	1.76%	6
NGVT	d_price/pine_tree\NGVT_d5_q0.202_id2164_pine.java	d_price/TRAVIEW_stra/NGVT_candles.png	d_price/TRAVIEW_stra/NGVT_stra.png	74.62 USD	0.01%	28	67.86%	13.799	4.71 USD	0%	2.66 USD	5.12%	5
NHI	d_price/pine_tree\NHI_d5_q0.208_id2042_pine.java	d_price/TRAVIEW_stra/NHI_candles.png	d_price/TRAVIEW_stra/NHI_stra.png	−7.36 USD	0%	264	50.38%	0.96	72.43 USD	0.01%	−0.03 USD	0.13%	8
NICE	d_price/pine_tree\NICE_d5_q0.207_id2231_pine.java	d_price/TRAVIEW_stra/NICE_candles.png	d_price/TRAVIEW_stra/NICE_stra.png	78.40 USD	0.01%	135	55.56%	1.816	57.53 USD	0.01%	0.58 USD	−0.86%	14
NINE	d_price/pine_tree\NINE_d5_q0.202_id2041_pine.java	d_price/TRAVIEW_stra/NINE_candles.png	d_price/TRAVIEW_stra/NINE_stra.png	46.04 USD	0%	354	50.28%	2.181	20.88 USD	0%	0.13 USD	4.07%	5
NIO	d_price/pine_tree\NIO_d5_q0.27_id2121_pine.java	d_price/TRAVIEW_stra/NIO_candles.png	d_price/TRAVIEW_stra/NIO_stra.png	53.29 USD	0.01%	46	78.26%	11.965	5.12 USD	0%	1.16 USD	6.38%	4
NIU	d_price/pine_tree\NIU_d5_q0.164_id677_pine.java	d_price/TRAVIEW_stra/NIU_candles.png	d_price/TRAVIEW_stra/NIU_stra.png	86.75 USD	0.01%	79	62.03%	6.975	11.02 USD	0%	1.10 USD	7.39%	5
NJR	d_price/pine_tree\NJR_d5_q0.202_id715_pine.java	d_price/TRAVIEW_stra/NJR_candles.png	d_price/TRAVIEW_stra/NJR_stra.png	73.76 USD	0.01%	252	59.13%	5.286	8.57 USD	0%	0.29 USD	2.2%	15
NKE	d_price/pine_tree\NKE_d5_q0.204_id1285_pine.java	d_price/TRAVIEW_stra/NKE_candles.png	d_price/TRAVIEW_stra/NKE_stra.png	276.80 USD	0.03%	639	50.39%	2.629	62.78 USD	0.01%	0.43 USD	0.98%	7
NKLA	d_price/pine_tree\NKLA_d5_q0.309_id363_pine.java	d_price/TRAVIEW_stra/NKLA_candles.png	d_price/TRAVIEW_stra/NKLA_stra.png	5.33 USD	0%	27	77.78%	5.535	5.09 USD	0%	0.20 USD	4.76%	3
NLST	d_price/pine_tree\NLST_d5_q0.163_id2114_pine.java	d_price/TRAVIEW_stra/NLST_candles.png	d_price/TRAVIEW_stra/NLST_stra.png	0.64 USD	0%	102	63.73%	1.094	6.07 USD	0%	0.01 USD	1.45%	5
NLY	d_price/pine_tree\NLY_d5_q0.264_id1147_pine.java	d_price/TRAVIEW_stra/NLY_candles.png	d_price/TRAVIEW_stra/NLY_stra.png	25.23 USD	0%	39	61.54%	2.323	12.77 USD	0%	0.65 USD	2.01%	7
NMFC	d_price/pine_tree\NMFC_d5_q0.258_id2114_pine.java	d_price/TRAVIEW_stra/NMFC_candles.png	d_price/TRAVIEW_stra/NMFC_stra.png	13.34 USD	0%	26	88.46%	267.8	0.63 USD	0%	0.51 USD	5.76%	7
NMIH	d_price/pine_tree\NMIH_d5_q0.16_id232_pine.java	d_price/TRAVIEW_stra/NMIH_candles.png	d_price/TRAVIEW_stra/NMIH_stra.png	66.83 USD	0.01%	92	78.26%	10.08	12.69 USD	0%	0.73 USD	5.62%	11
NML	d_price/pine_tree\NML_d5_q0.221_id2208_pine.java	d_price/TRAVIEW_stra/NML_candles.png	d_price/TRAVIEW_stra/NML_stra.png	1.79 USD	0%	12	83.33%	7.172	0.46 USD	0%	0.15 USD	3.73%	16
NMR	d_price/pine_tree\NMR_d5_q0.202_id2165_pine.java	d_price/TRAVIEW_stra/NMR_candles.png	d_price/TRAVIEW_stra/NMR_stra.png	−7.79 USD	0%	268	46.27%	0.816	21.53 USD	0%	−0.03 USD	0.38%	5
NMZ	d_price/pine_tree\NMZ_d5_q0.326_id1205_pine.java	d_price/TRAVIEW_stra/NMZ_candles.png	d_price/TRAVIEW_stra/NMZ_stra.png	6.92 USD	0%	60	56.67%	1.996	6.29 USD	0%	0.12 USD	0.93%	21
NNDM	d_price/pine_tree\NNDM_d5_q0.287_id2176_pine.java	d_price/TRAVIEW_stra/NNDM_candles.png	d_price/TRAVIEW_stra/NNDM_stra.png	19.42 USD	0%	61	65.57%	3.477	3.70 USD	0%	0.32 USD	4.98%	3
NNN	d_price/pine_tree\NNN_d5_q0.222_id2029_pine.java	d_price/TRAVIEW_stra/NNN_candles.png	d_price/TRAVIEW_stra/NNN_stra.png	81.29 USD	0.01%	332	56.02%	2.282	14.33 USD	0%	0.24 USD	0.72%	7
NOC	d_price/pine_tree\NOC_d5_q0.241_id729_pine.java	d_price/TRAVIEW_stra/NOC_candles.png	d_price/TRAVIEW_stra/NOC_stra.png	1 039.39 USD	0.1%	675	53.33%	3.752	123.17 USD	0.01%	1.54 USD	0.75%	15
NOG	d_price/pine_tree\NOG_d5_q0.14_id847_pine.java	d_price/TRAVIEW_stra/NOG_candles.png	d_price/TRAVIEW_stra/NOG_stra.png	43.11 USD	0%	34	55.88%	1.675	100.88 USD	0.01%	1.27 USD	1.24%	3
