Open	High	Low	Close	Volume	Date
144.45	144.96	143.78	144.02	27033867	2017-06-30 04:00:00+00:00
144.88	145.3001	143.1	143.5	15649057	2017-07-03 04:00:00+00:00
143.69	144.79	142.7237	144.09	24044285	2017-07-05 04:00:00+00:00
143.02	143.5	142.41	142.73	25425081	2017-07-06 04:00:00+00:00
142.9	144.75	142.9	144.18	21463516	2017-07-07 04:00:00+00:00
144.11	145.95	143.37	145.06	22560156	2017-07-10 04:00:00+00:00
144.73	145.85	144.38	145.53	21053031	2017-07-11 04:00:00+00:00
145.87	146.18	144.82	145.74	26683471	2017-07-12 04:00:00+00:00
145.5	148.49	145.44	147.77	26571624	2017-07-13 04:00:00+00:00
147.97	149.33	147.33	149.04	21278724	2017-07-14 04:00:00+00:00
148.82	150.9	148.57	149.56	25051905	2017-07-17 04:00:00+00:00
149.2	150.13	148.67	150.08	19047489	2017-07-18 04:00:00+00:00
150.48	151.42	149.95	151.02	23243242	2017-07-19 04:00:00+00:00
151.5	151.74	150.19	150.34	18766788	2017-07-20 04:00:00+00:00
149.99	150.44	148.88	150.27	29565001	2017-07-21 04:00:00+00:00
150.58	152.44	149.9	152.09	24214185	2017-07-24 04:00:00+00:00
151.8	153.84	151.8	152.74	20528436	2017-07-25 04:00:00+00:00
153.35	153.93	153.06	153.46	17483684	2017-07-26 04:00:00+00:00
153.75	153.99	147.3	150.56	34769000	2017-07-27 04:00:00+00:00
149.89	150.23	149.19	149.5	18584212	2017-07-28 04:00:00+00:00
149.9	150.33	148.13	148.73	22255372	2017-07-31 04:00:00+00:00
149.1	150.22	148.41	150.05	36439405	2017-08-01 04:00:00+00:00
159.52	159.75	156.16	157.14	73599018	2017-08-02 04:00:00+00:00
157.05	157.21	155.02	155.57	28659888	2017-08-03 04:00:00+00:00
156.07	157.4	155.69	156.39	22063239	2017-08-04 04:00:00+00:00
157.06	158.92	156.6701	158.81	23528104	2017-08-07 04:00:00+00:00
158.6	161.83	158.27	160.08	37570857	2017-08-08 04:00:00+00:00
159.26	161.27	159.11	161.06	27315588	2017-08-09 04:00:00+00:00
159.9	160.0	154.63	155.32	42462528	2017-08-10 04:00:00+00:00
156.6	158.5728	156.07	157.48	27650862	2017-08-11 04:00:00+00:00
159.32	160.21	158.75	159.85	24133055	2017-08-14 04:00:00+00:00
160.66	162.195	160.14	161.6	30823524	2017-08-15 04:00:00+00:00
161.94	162.51	160.15	160.95	29137397	2017-08-16 04:00:00+00:00
160.52	160.71	157.84	157.86	30079789	2017-08-17 04:00:00+00:00
157.86	159.5	156.72	157.5	30198643	2017-08-18 04:00:00+00:00
157.5	157.89	155.1101	157.21	28119402	2017-08-21 04:00:00+00:00
158.23	160.0	158.02	159.78	24082458	2017-08-22 04:00:00+00:00
159.07	160.47	158.88	159.98	21229140	2017-08-23 04:00:00+00:00
160.43	160.74	158.55	159.27	20906903	2017-08-24 04:00:00+00:00
159.65	160.56	159.27	159.86	26858602	2017-08-25 04:00:00+00:00
160.19	162.0	159.93	161.47	28613108	2017-08-28 04:00:00+00:00
160.1	163.12	160.0	162.91	31210215	2017-08-29 04:00:00+00:00
163.72	163.89	162.61	163.35	29170157	2017-08-30 04:00:00+00:00
163.64	164.52	163.48	164.0	29652956	2017-08-31 04:00:00+00:00
164.8	164.94	163.63	164.05	17557505	2017-09-01 04:00:00+00:00
163.75	164.25	160.56	162.08	30996079	2017-09-05 04:00:00+00:00
162.71	162.99	160.52	161.91	23161627	2017-09-06 04:00:00+00:00
162.09	162.24	160.36	161.26	23057271	2017-09-07 04:00:00+00:00
160.86	161.15	158.53	158.63	30737685	2017-09-08 04:00:00+00:00
160.5	162.05	159.89	161.5	33976283	2017-09-11 04:00:00+00:00
162.61	163.96	158.77	160.86	73640722	2017-09-12 04:00:00+00:00
159.87	159.96	157.91	159.65	47195488	2017-09-13 04:00:00+00:00
158.99	159.4	158.09	158.28	25946194	2017-09-14 04:00:00+00:00
158.5	160.97	158.0	159.88	64411426	2017-09-15 04:00:00+00:00
160.11	160.5	157.995	158.67	31619880	2017-09-18 04:00:00+00:00
159.51	159.77	158.44	158.73	23216013	2017-09-19 04:00:00+00:00
157.9	158.26	153.83	156.07	55991483	2017-09-20 04:00:00+00:00
155.8	155.8	152.75	153.39	39901292	2017-09-21 04:00:00+00:00
152.02	152.27	150.56	151.89	48811128	2017-09-22 04:00:00+00:00
149.99	151.83	149.16	150.55	47406262	2017-09-25 04:00:00+00:00
151.78	153.92	151.69	153.14	38937982	2017-09-26 04:00:00+00:00
153.8	154.7189	153.54	154.23	27686185	2017-09-27 04:00:00+00:00
153.9	154.28	152.7	153.28	23589398	2017-09-28 04:00:00+00:00
153.21	154.13	152.0	154.12	29026341	2017-09-29 04:00:00+00:00
154.26	154.45	152.72	153.81	19871533	2017-10-02 04:00:00+00:00
154.01	155.09	153.91	154.48	17163813	2017-10-03 04:00:00+00:00
153.63	153.86	152.46	153.48	21390064	2017-10-04 04:00:00+00:00
154.18	155.44	154.05	155.39	23045554	2017-10-05 04:00:00+00:00
154.97	155.49	154.56	155.3	18817464	2017-10-06 04:00:00+00:00
155.81	156.73	155.485	155.84	17693713	2017-10-09 04:00:00+00:00
156.055	158.0	155.1	155.9	16917900	2017-10-10 04:00:00+00:00
155.97	156.98	155.75	156.55	18726951	2017-10-11 04:00:00+00:00
156.35	157.37	155.7299	156.0	17231152	2017-10-12 04:00:00+00:00
156.73	157.28	156.41	156.99	17621281	2017-10-13 04:00:00+00:00
157.9	160.0	157.65	159.88	25989588	2017-10-16 04:00:00+00:00
159.78	160.87	159.23	160.47	20121795	2017-10-17 04:00:00+00:00
160.42	160.71	159.6	159.76	17377421	2017-10-18 04:00:00+00:00
156.75	157.08	155.02	155.98	46234401	2017-10-19 04:00:00+00:00
156.61	157.75	155.96	156.25	27554982	2017-10-20 04:00:00+00:00
156.89	157.69	155.5	156.17	24306564	2017-10-23 04:00:00+00:00
156.29	157.42	156.2	157.1	18958120	2017-10-24 04:00:00+00:00
156.91	157.55	155.27	156.41	23001244	2017-10-25 04:00:00+00:00
157.23	157.8295	156.78	157.41	18735540	2017-10-26 04:00:00+00:00
159.29	163.6	158.7	163.05	47123337	2017-10-27 04:00:00+00:00
163.89	168.07	163.72	166.72	46270249	2017-10-30 04:00:00+00:00
167.9	169.6499	166.94	169.04	39067053	2017-10-31 04:00:00+00:00
169.87	169.94	165.61	166.89	35415347	2017-11-01 04:00:00+00:00
167.64	168.5	165.28	168.11	42804910	2017-11-02 04:00:00+00:00
174.0	174.26	171.12	172.5	61786538	2017-11-03 04:00:00+00:00
172.35	174.99	171.72	174.25	37810523	2017-11-06 05:00:00+00:00
173.91	175.25	173.6	174.81	26587568	2017-11-07 05:00:00+00:00
174.66	176.24	174.33	176.24	25874993	2017-11-08 05:00:00+00:00
175.11	176.095	173.14	175.88	31030527	2017-11-09 05:00:00+00:00
175.11	175.38	174.27	174.67	27762576	2017-11-10 05:00:00+00:00
173.5	174.5	173.4	173.97	18124139	2017-11-13 05:00:00+00:00
173.04	173.48	171.18	171.34	25905968	2017-11-14 05:00:00+00:00
169.97	170.3197	168.38	169.08	30786270	2017-11-15 05:00:00+00:00
171.18	171.87	170.3	171.1	25505860	2017-11-16 05:00:00+00:00
171.04	171.39	169.64	170.15	24356657	2017-11-17 05:00:00+00:00
170.29	170.56	169.56	169.98	17985797	2017-11-20 05:00:00+00:00
170.78	173.7	170.78	173.14	27152684	2017-11-21 05:00:00+00:00
173.36	175.0	173.05	174.96	27895881	2017-11-22 05:00:00+00:00
175.1	175.5	174.6459	174.97	15979837	2017-11-24 05:00:00+00:00
175.05	175.08	173.34	174.09	22952582	2017-11-27 05:00:00+00:00
174.3	174.87	171.86	173.07	27769533	2017-11-28 05:00:00+00:00
172.63	172.92	167.16	169.48	43322322	2017-11-29 05:00:00+00:00
170.43	172.14	168.44	171.85	46862342	2017-11-30 05:00:00+00:00
169.95	171.67	168.5	171.05	43314471	2017-12-01 05:00:00+00:00
172.48	172.62	169.63	169.8	35424734	2017-12-04 05:00:00+00:00
169.06	171.52	168.4	169.64	29166968	2017-12-05 05:00:00+00:00
167.49	170.2047	166.46	169.01	30619568	2017-12-06 05:00:00+00:00
169.03	170.44	168.91	169.452	27421535	2017-12-07 05:00:00+00:00
170.49	171.0	168.82	169.37	25250814	2017-12-08 05:00:00+00:00
169.2	172.89	168.79	172.67	38708743	2017-12-11 05:00:00+00:00
172.15	172.39	171.461	171.7	20846501	2017-12-12 05:00:00+00:00
172.5	173.54	172.0	172.27	25865608	2017-12-13 05:00:00+00:00
172.4	173.13	171.65	172.22	21818607	2017-12-14 05:00:00+00:00
173.63	174.17	172.46	173.87	53624130	2017-12-15 05:00:00+00:00
174.88	177.2	174.86	176.42	32868205	2017-12-18 05:00:00+00:00
175.03	175.39	174.09	174.54	29367845	2017-12-19 05:00:00+00:00
174.87	175.42	173.25	174.35	25730461	2017-12-20 05:00:00+00:00
174.17	176.02	174.1	175.01	23437840	2017-12-21 05:00:00+00:00
174.68	175.424	174.5	175.01	19029307	2017-12-22 05:00:00+00:00
170.8	171.47	169.679	170.57	35006476	2017-12-26 05:00:00+00:00
170.1	170.78	169.71	170.6	24512582	2017-12-27 05:00:00+00:00
171.0	171.85	170.48	171.08	17574331	2017-12-28 05:00:00+00:00
170.52	170.59	169.22	169.23	29733998	2017-12-29 05:00:00+00:00
170.16	172.3	169.26	172.26	27641744	2018-01-02 05:00:00+00:00
172.53	174.55	171.96	172.23	31760108	2018-01-03 05:00:00+00:00
172.54	173.47	172.08	173.03	24390260	2018-01-04 05:00:00+00:00
173.44	175.37	173.05	175.0	26239861	2018-01-05 05:00:00+00:00
174.35	175.61	173.93	174.35	22729369	2018-01-08 05:00:00+00:00
174.55	175.06	173.41	174.33	23019760	2018-01-09 05:00:00+00:00
173.16	174.3	173.0	174.29	25605512	2018-01-10 05:00:00+00:00
174.59	175.4886	174.49	175.28	19988261	2018-01-11 05:00:00+00:00
176.18	177.36	175.65	177.09	27425956	2018-01-12 05:00:00+00:00
177.9	179.39	176.14	176.19	31889897	2018-01-16 05:00:00+00:00
176.15	179.25	175.07	179.1	37117822	2018-01-17 05:00:00+00:00
179.37	180.1	178.25	179.26	34336684	2018-01-18 05:00:00+00:00
178.61	179.58	177.41	178.46	37426475	2018-01-19 05:00:00+00:00
177.3	177.78	176.6016	177.0	30098062	2018-01-22 05:00:00+00:00
177.3	179.44	176.82	177.04	34800309	2018-01-23 05:00:00+00:00
177.25	177.3	173.2	174.22	54152804	2018-01-24 05:00:00+00:00
174.505	174.95	170.53	171.11	43538760	2018-01-25 05:00:00+00:00
172.0	172.0	170.06	171.51	42380359	2018-01-26 05:00:00+00:00
170.16	170.16	167.07	167.96	53291740	2018-01-29 05:00:00+00:00
165.525	167.37	164.7	166.97	48396382	2018-01-30 05:00:00+00:00
166.87	168.4417	166.5	167.43	35610153	2018-01-31 05:00:00+00:00
167.19	168.62	166.76	167.78	49981968	2018-02-01 05:00:00+00:00
166.0	166.8	160.1	160.37	90814330	2018-02-02 05:00:00+00:00
159.1	163.88	156.0	156.49	76610861	2018-02-05 05:00:00+00:00
154.83	163.72	154.0	163.03	72702350	2018-02-06 05:00:00+00:00
163.085	163.4	159.0685	159.54	54826562	2018-02-07 05:00:00+00:00
160.29	161.0	155.03	155.15	58490744	2018-02-08 05:00:00+00:00
157.07	157.89	150.24	156.41	74932189	2018-02-09 05:00:00+00:00
158.5	163.89	157.51	162.71	65972969	2018-02-12 05:00:00+00:00
161.95	164.75	161.65	164.34	33807277	2018-02-13 05:00:00+00:00
163.045	167.54	162.88	167.37	42667042	2018-02-14 05:00:00+00:00
169.79	173.09	169.0	172.99	53571658	2018-02-15 05:00:00+00:00
172.36	174.82	171.77	172.43	43397936	2018-02-16 05:00:00+00:00
172.05	174.26	171.42	171.85	35970064	2018-02-20 05:00:00+00:00
172.83	174.12	171.01	171.07	39711991	2018-02-21 05:00:00+00:00
171.8	173.95	171.71	172.6	32422893	2018-02-22 05:00:00+00:00
173.78	175.65	173.54	175.555	35933984	2018-02-23 05:00:00+00:00
176.35	179.39	176.21	178.97	40421646	2018-02-26 05:00:00+00:00
179.1	180.48	178.16	178.39	40894173	2018-02-27 05:00:00+00:00
179.26	180.615	178.05	178.12	41392251	2018-02-28 05:00:00+00:00
178.54	179.775	172.66	175.0	50891879	2018-03-01 05:00:00+00:00
172.8	176.3	172.45	176.21	40994637	2018-03-02 05:00:00+00:00
175.21	177.74	174.52	176.82	30483938	2018-03-05 05:00:00+00:00
177.91	178.25	176.13	176.67	25315607	2018-03-06 05:00:00+00:00
174.94	175.85	174.27	175.03	33825266	2018-03-07 05:00:00+00:00
175.48	177.12	175.07	176.94	25139322	2018-03-08 05:00:00+00:00
177.96	180.0	177.39	179.98	34673728	2018-03-09 05:00:00+00:00
180.29	182.39	180.21	181.72	33875300	2018-03-12 04:00:00+00:00
182.59	183.5	179.24	179.97	33368128	2018-03-13 04:00:00+00:00
180.32	180.52	177.81	178.44	30896005	2018-03-14 04:00:00+00:00
178.5	180.24	178.0701	178.65	24314975	2018-03-15 04:00:00+00:00
178.65	179.12	177.62	178.02	52921622	2018-03-16 04:00:00+00:00
177.32	177.47	173.66	175.3	35980522	2018-03-19 04:00:00+00:00
175.24	176.8	174.94	175.24	21409960	2018-03-20 04:00:00+00:00
175.04	175.09	171.26	171.27	39225562	2018-03-21 04:00:00+00:00
170.0	172.68	168.6	168.845	44033672	2018-03-22 04:00:00+00:00
168.39	169.92	164.94	164.94	44370327	2018-03-23 04:00:00+00:00
168.06	173.1	166.44	172.77	41747175	2018-03-26 04:00:00+00:00
173.68	175.15	166.92	168.34	43609999	2018-03-27 04:00:00+00:00
167.25	170.02	165.19	166.48	45657820	2018-03-28 04:00:00+00:00
167.805	171.75	166.9	167.78	44621986	2018-03-29 04:00:00+00:00
167.88	168.94	164.47	166.68	40765394	2018-04-02 04:00:00+00:00
167.64	168.7455	164.88	168.39	32559632	2018-04-03 04:00:00+00:00
164.88	172.01	164.77	171.61	36912671	2018-04-04 04:00:00+00:00
172.58	174.2304	172.08	172.8	28857387	2018-04-05 04:00:00+00:00
170.97	172.48	168.2	168.38	38079730	2018-04-06 04:00:00+00:00
169.88	173.09	169.845	170.05	31118994	2018-04-09 04:00:00+00:00
173.0	174.0	171.53	173.25	30688964	2018-04-10 04:00:00+00:00
172.23	173.9232	171.7	172.44	23837218	2018-04-11 04:00:00+00:00
173.41	175.0	173.04	174.14	24232724	2018-04-12 04:00:00+00:00
174.78	175.84	173.85	174.64	26537513	2018-04-13 04:00:00+00:00
175.0301	176.19	174.8301	175.82	22948616	2018-04-16 04:00:00+00:00
176.49	178.9365	176.41	178.24	28557263	2018-04-17 04:00:00+00:00
177.81	178.82	176.88	177.84	22309802	2018-04-18 04:00:00+00:00
174.96	175.39	172.66	172.8	36942556	2018-04-19 04:00:00+00:00
170.595	171.2184	165.43	165.72	71425054	2018-04-20 04:00:00+00:00
166.8348	166.92	164.09	165.24	39036223	2018-04-23 04:00:00+00:00
165.67	166.33	161.2201	162.94	35637239	2018-04-24 04:00:00+00:00
162.62	165.42	162.41	163.65	30197545	2018-04-25 04:00:00+00:00
164.12	165.73	163.37	164.22	30274328	2018-04-26 04:00:00+00:00
164.0	164.33	160.63	162.32	37350941	2018-04-27 04:00:00+00:00
162.1302	167.26	161.84	165.26	46018020	2018-04-30 04:00:00+00:00
166.4102	169.2	165.27	169.1	54143290	2018-05-01 04:00:00+00:00
175.25	176.64	175.25	176.57	3169885	2018-05-02 04:00:00+00:00
175.68	176.89	175.68	176.89	2080515	2018-05-03 04:00:00+00:00
178.25	184.25	178.17	183.83	58247636	2018-05-04 04:00:00+00:00
185.18	187.67	184.75	185.16	44565834	2018-05-07 04:00:00+00:00
184.99	186.22	183.665	186.05	30612980	2018-05-08 04:00:00+00:00
186.55	187.4	185.22	187.36	24759757	2018-05-09 04:00:00+00:00
187.74	190.37	187.65	190.04	29272943	2018-05-10 04:00:00+00:00
189.49	190.06	187.45	188.59	28914455	2018-05-11 04:00:00+00:00
189.01	189.53	187.86	188.15	22897832	2018-05-14 04:00:00+00:00
186.78	187.07	185.1	186.44	25754268	2018-05-15 04:00:00+00:00
186.07	188.46	186.0	188.18	20627960	2018-05-16 04:00:00+00:00
188.0	188.91	186.36	186.99	18614121	2018-05-17 04:00:00+00:00
187.19	187.8102	186.13	186.31	20490954	2018-05-18 04:00:00+00:00
188.0	189.27	186.9106	187.63	19825231	2018-05-21 04:00:00+00:00
188.375	188.88	186.78	187.28	16728138	2018-05-22 04:00:00+00:00
186.35	188.5	185.76	188.36	22391972	2018-05-23 04:00:00+00:00
188.77	188.84	186.21	188.15	24824683	2018-05-24 04:00:00+00:00
188.23	189.65	187.65	188.58	18996469	2018-05-25 04:00:00+00:00
187.6	188.75	186.87	187.9	24921786	2018-05-29 04:00:00+00:00
187.72	188.0	186.78	187.5	19891104	2018-05-30 04:00:00+00:00
187.22	188.23	186.14	186.87	33029623	2018-05-31 04:00:00+00:00
187.9912	190.26	187.75	190.24	25108947	2018-06-01 04:00:00+00:00
191.635	193.42	191.35	191.83	27751824	2018-06-04 04:00:00+00:00
193.065	193.94	192.36	193.31	23206320	2018-06-05 04:00:00+00:00
193.63	194.08	191.92	193.98	23650086	2018-06-06 04:00:00+00:00
194.14	194.2	192.335	193.46	23361708	2018-06-07 04:00:00+00:00
191.17	192.0	189.77	191.7	29947770	2018-06-08 04:00:00+00:00
191.35	191.97	190.21	191.23	19704811	2018-06-11 04:00:00+00:00
191.385	192.611	191.15	192.28	18677145	2018-06-12 04:00:00+00:00
192.42	192.88	190.44	190.7	24490693	2018-06-13 04:00:00+00:00
191.55	191.57	190.22	190.8	24108461	2018-06-14 04:00:00+00:00
190.03	190.16	188.26	188.84	89584172	2018-06-15 04:00:00+00:00
187.88	189.22	187.2	188.74	20915724	2018-06-18 04:00:00+00:00
185.14	186.33	183.45	185.69	36847312	2018-06-19 04:00:00+00:00
186.35	187.2	185.73	186.5	22713284	2018-06-20 04:00:00+00:00
187.25	188.35	184.94	185.46	27373363	2018-06-21 04:00:00+00:00
186.12	186.15	184.7	184.92	33889853	2018-06-22 04:00:00+00:00
183.4	184.92	180.73	182.17	33901357	2018-06-25 04:00:00+00:00
182.99	186.53	182.54	184.43	27229704	2018-06-26 04:00:00+00:00
185.2278	187.28	184.03	184.16	27186771	2018-06-27 04:00:00+00:00
184.1	186.21	183.8	185.5	18775882	2018-06-28 04:00:00+00:00
186.29	187.19	182.91	185.11	25907115	2018-06-29 04:00:00+00:00
183.82	187.3	183.42	187.18	19313490	2018-07-02 04:00:00+00:00
187.79	187.95	183.54	183.92	15396984	2018-07-03 04:00:00+00:00
185.26	186.41	184.28	185.4	17964622	2018-07-05 04:00:00+00:00
185.42	188.434	185.2	187.97	19100256	2018-07-06 04:00:00+00:00
189.5	190.68	189.3	190.58	21433401	2018-07-09 04:00:00+00:00
190.71	191.28	190.1801	190.35	17356545	2018-07-10 04:00:00+00:00
188.5	189.7799	187.61	187.88	21159181	2018-07-11 04:00:00+00:00
189.53	191.41	189.31	191.11	19959792	2018-07-12 04:00:00+00:00
191.08	191.84	190.9	191.33	13666230	2018-07-13 04:00:00+00:00
191.52	192.65	190.415	190.91	16570044	2018-07-16 04:00:00+00:00
189.75	191.87	189.2	191.45	17265792	2018-07-17 04:00:00+00:00
191.78	191.8	189.93	190.4	17852186	2018-07-18 04:00:00+00:00
189.69	192.55	189.69	191.88	22933058	2018-07-19 04:00:00+00:00
191.78	192.43	190.17	191.44	25118565	2018-07-20 04:00:00+00:00
190.68	191.96	189.56	191.61	18037655	2018-07-23 04:00:00+00:00
192.45	193.6601	192.05	193.0	20930501	2018-07-24 04:00:00+00:00
193.0602	194.85	192.43	194.82	18480264	2018-07-25 04:00:00+00:00
194.61	195.96	193.61	194.21	21153338	2018-07-26 04:00:00+00:00
194.99	195.19	190.1	190.98	25620338	2018-07-27 04:00:00+00:00
191.9	192.2	189.07	189.91	22454580	2018-07-30 04:00:00+00:00
190.3	192.14	189.34	190.29	42260722	2018-07-31 04:00:00+00:00
199.13	201.76	197.31	201.5	71818812	2018-08-01 04:00:00+00:00
200.58	208.38	200.35	207.39	64908315	2018-08-02 04:00:00+00:00
207.03	208.74	205.4803	207.99	35395044	2018-08-03 04:00:00+00:00
208.0	209.25	207.07	209.07	27608130	2018-08-06 04:00:00+00:00
209.32	209.5	206.76	207.11	26817954	2018-08-07 04:00:00+00:00
206.05	207.81	204.52	207.25	24365736	2018-08-08 04:00:00+00:00
207.28	209.78	207.2	208.88	24937614	2018-08-09 04:00:00+00:00
207.36	209.1	206.67	207.53	26152785	2018-08-10 04:00:00+00:00
207.7	210.952	207.7	208.87	27271043	2018-08-13 04:00:00+00:00
210.155	210.56	208.26	209.75	21955263	2018-08-14 04:00:00+00:00
209.22	210.74	208.33	210.24	30551385	2018-08-15 04:00:00+00:00
211.75	213.8121	211.47	213.32	30696474	2018-08-16 04:00:00+00:00
213.44	217.95	213.16	217.58	36803198	2018-08-17 04:00:00+00:00
218.1	219.18	215.11	215.46	31658230	2018-08-20 04:00:00+00:00
216.8	217.19	214.025	215.04	27630934	2018-08-21 04:00:00+00:00
214.1	216.36	213.84	215.05	20564160	2018-08-22 04:00:00+00:00
214.65	217.05	214.6	215.49	20501312	2018-08-23 04:00:00+00:00
216.6	216.9	215.11	216.16	20008199	2018-08-24 04:00:00+00:00
217.15	218.74	216.33	217.94	22285843	2018-08-27 04:00:00+00:00
219.01	220.54	218.92	219.7	24003907	2018-08-28 04:00:00+00:00
220.15	223.49	219.41	222.98	29066243	2018-08-29 04:00:00+00:00
223.25	228.26	222.4	225.03	50455281	2018-08-30 04:00:00+00:00
226.51	228.87	226.0	227.63	49188175	2018-08-31 04:00:00+00:00
228.41	229.18	226.63	228.36	29353338	2018-09-04 04:00:00+00:00
228.99	229.67	225.1	226.87	35590358	2018-09-05 04:00:00+00:00
226.23	227.35	221.3	223.1	36116981	2018-09-06 04:00:00+00:00
221.85	225.37	220.71	221.3	39505334	2018-09-07 04:00:00+00:00
220.95	221.85	216.47	218.33	43090159	2018-09-10 04:00:00+00:00
218.01	224.299	216.56	223.85	37728103	2018-09-11 04:00:00+00:00
224.94	225.0	219.84	221.07	51541605	2018-09-12 04:00:00+00:00
223.52	228.35	222.57	226.41	43985438	2018-09-13 04:00:00+00:00
225.75	226.84	222.522	223.84	34325020	2018-09-14 04:00:00+00:00
222.15	222.95	217.27	217.88	39821168	2018-09-17 04:00:00+00:00
217.79	221.85	217.12	218.24	33831284	2018-09-18 04:00:00+00:00
218.5	219.62	215.3	218.37	29090719	2018-09-19 04:00:00+00:00
220.24	222.28	219.15	220.03	29623298	2018-09-20 04:00:00+00:00
220.78	221.36	217.29	217.66	137408823	2018-09-21 04:00:00+00:00
216.8	221.26	216.63	220.79	30679621	2018-09-24 04:00:00+00:00
219.75	222.82	219.7	222.19	27805512	2018-09-25 04:00:00+00:00
221.0	223.75	219.76	220.42	26770016	2018-09-26 04:00:00+00:00
223.85	226.44	223.54	224.95	33177681	2018-09-27 04:00:00+00:00
224.79	225.84	224.02	225.74	25423074	2018-09-28 04:00:00+00:00
227.95	229.42	226.35	227.26	24974186	2018-10-01 04:00:00+00:00
227.25	230.0	226.63	229.28	26475439	2018-10-02 04:00:00+00:00
230.05	233.47	229.78	232.07	30351891	2018-10-03 04:00:00+00:00
230.78	232.35	226.73	227.99	34138275	2018-10-04 04:00:00+00:00
227.96	228.41	220.58	224.29	35259625	2018-10-05 04:00:00+00:00
222.21	224.8	220.2	223.77	32033744	2018-10-08 04:00:00+00:00
223.64	227.27	222.2462	226.87	28254546	2018-10-09 04:00:00+00:00
225.46	226.35	216.05	216.36	45843231	2018-10-10 04:00:00+00:00
214.52	219.5	212.32	214.45	56242757	2018-10-11 04:00:00+00:00
220.42	222.88	216.84	222.11	42731175	2018-10-12 04:00:00+00:00
221.16	221.83	217.27	217.36	32947473	2018-10-15 04:00:00+00:00
218.93	222.99	216.7627	222.15	31373744	2018-10-16 04:00:00+00:00
222.3	222.64	219.34	221.19	25127624	2018-10-17 04:00:00+00:00
217.86	219.74	213.0	216.02	34858030	2018-10-18 04:00:00+00:00
218.06	221.26	217.43	219.31	36295044	2018-10-19 04:00:00+00:00
219.79	223.36	218.94	220.65	30962557	2018-10-22 04:00:00+00:00
215.74	223.25	214.7	222.73	40777733	2018-10-23 04:00:00+00:00
222.6	224.23	214.54	215.09	43670861	2018-10-24 04:00:00+00:00
217.71	221.38	216.75	219.8	32808284	2018-10-25 04:00:00+00:00
215.9	220.19	212.67	216.3	50653080	2018-10-26 04:00:00+00:00
219.19	219.69	206.09	212.24	48974801	2018-10-29 04:00:00+00:00
211.15	215.18	209.27	213.3	40141517	2018-10-30 04:00:00+00:00
216.88	220.45	216.62	218.86	42444508	2018-10-31 04:00:00+00:00
219.05	222.36	216.81	222.22	59915448	2018-11-01 04:00:00+00:00
209.55	213.65	205.43	207.48	95135063	2018-11-02 04:00:00+00:00
204.26	204.39	198.17	201.59	68848036	2018-11-05 05:00:00+00:00
201.92	204.72	201.69	203.77	34030512	2018-11-06 05:00:00+00:00
205.97	210.06	204.13	209.95	35999494	2018-11-07 05:00:00+00:00
210.0	210.12	206.75	208.49	27202260	2018-11-08 05:00:00+00:00
205.55	206.01	202.25	204.47	37691811	2018-11-09 05:00:00+00:00
199.0	199.85	193.79	194.17	53337119	2018-11-12 05:00:00+00:00
191.63	197.18	191.4501	192.23	49012595	2018-11-13 05:00:00+00:00
193.9	194.48	185.93	186.8	63381411	2018-11-14 05:00:00+00:00
188.39	191.97	186.9	191.41	49604697	2018-11-15 05:00:00+00:00
190.5	194.9695	189.46	193.53	39910358	2018-11-16 05:00:00+00:00
190.0	190.7	184.99	185.86	44962525	2018-11-19 05:00:00+00:00
178.37	181.47	175.51	176.98	71930233	2018-11-20 05:00:00+00:00
179.73	180.27	176.55	176.89	33421437	2018-11-21 05:00:00+00:00
174.94	176.595	172.1	172.29	25309966	2018-11-23 05:00:00+00:00
174.24	174.95	170.26	174.62	47949343	2018-11-26 05:00:00+00:00
171.51	174.77	170.88	174.24	43627965	2018-11-27 05:00:00+00:00
176.73	181.29	174.93	180.94	48807732	2018-11-28 05:00:00+00:00
182.66	182.8	177.7	179.55	43676298	2018-11-29 05:00:00+00:00
180.29	180.33	177.03	178.58	45780275	2018-11-30 05:00:00+00:00
184.46	184.94	181.21	184.82	44248098	2018-12-03 05:00:00+00:00
180.95	182.3899	176.27	176.69	45338255	2018-12-04 05:00:00+00:00
171.76	174.78	170.42	174.72	46389303	2018-12-06 05:00:00+00:00
173.49	174.49	168.3	168.49	45057004	2018-12-07 05:00:00+00:00
165.0	170.09	163.33	169.6	64605707	2018-12-10 05:00:00+00:00
171.66	171.79	167.0	168.63	50340458	2018-12-11 05:00:00+00:00
170.4	171.92	169.02	169.1	38355290	2018-12-12 05:00:00+00:00
170.49	172.57	169.55	170.95	34077563	2018-12-13 05:00:00+00:00
169.0	169.08	165.28	165.48	43995330	2018-12-14 05:00:00+00:00
165.45	168.35	162.73	163.94	48751885	2018-12-17 05:00:00+00:00
165.38	167.53	164.39	166.07	37136338	2018-12-18 05:00:00+00:00
166.0	167.45	159.09	160.89	54382962	2018-12-19 05:00:00+00:00
160.39	162.11	155.3	156.83	69433763	2018-12-20 05:00:00+00:00
156.86	158.16	149.63	150.73	125996416	2018-12-21 05:00:00+00:00
148.15	151.55	146.59	146.83	40147708	2018-12-24 05:00:00+00:00
148.3	157.23	146.72	157.17	63131681	2018-12-26 05:00:00+00:00
155.84	156.77	150.07	156.15	56728855	2018-12-27 05:00:00+00:00
